date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2020-04-03,1.1521,1735.2446,1999.18,1504.21,3503.39,2200.00,1303.39,0.5924,0.00,0.00,0.0000,0.0000,
2020-04-07,1.1815,1735.2446,2050.19,1504.21,3554.40,2200.00,1354.40,0.6156,0.00,0.00,0.0000,0.0000,
2020-04-08,1.1755,1735.2446,2039.78,1504.21,3543.99,2200.00,1343.99,0.6109,0.00,0.00,0.0000,0.0000,
2020-04-09,1.1915,1735.2446,2067.54,1504.21,3571.75,2200.00,1371.75,0.6235,0.00,0.00,0.0000,0.0000,
2020-04-10,1.1731,1735.2446,2035.62,1504.21,3539.83,2200.00,1339.83,0.6090,0.00,0.00,0.0000,0.0000,
2020-04-13,1.1668,1735.2446,2024.68,1504.21,3528.89,2200.00,1328.89,0.6040,0.00,0.00,0.0000,0.0000,
2020-04-14,1.1980,1735.2446,2078.82,1504.21,3583.03,2200.00,1383.03,0.6287,0.00,0.00,0.0000,0.0000,
2020-04-15,1.1851,1735.2446,2056.44,1504.21,3560.65,2200.00,1360.65,0.6185,0.00,0.00,0.0000,0.0000,
2020-04-16,1.1939,1735.2446,2071.71,1504.21,3575.92,2200.00,1375.92,0.6254,0.00,0.00,0.0000,0.0000,
2020-04-17,1.2119,1735.2446,2102.94,1504.21,3607.15,2200.00,1407.15,0.6396,0.00,0.00,0.0000,0.0000,
2020-04-20,1.2207,1735.2446,2118.21,1504.21,3622.42,2200.00,1422.42,0.6466,0.00,0.00,0.0000,0.0000,
2020-04-21,1.2100,1735.2446,2099.65,1504.21,3603.86,2200.00,1403.86,0.6381,0.00,0.00,0.0000,0.0000,
2020-04-22,1.2240,1735.2446,2123.94,1504.21,3628.15,2200.00,1428.15,0.6492,0.00,0.00,0.0000,0.0000,
2020-04-23,1.2211,1735.2446,2118.91,1504.21,3623.12,2200.00,1423.12,0.6469,0.00,0.00,0.0000,0.0000,
2020-04-24,1.2091,1735.2446,2098.08,1504.21,3602.29,2200.00,1402.29,0.6374,0.00,0.00,0.0000,0.0000,
2020-04-27,1.2197,1735.2446,2116.48,1504.21,3620.69,2200.00,1420.69,0.6458,0.00,0.00,0.0000,0.0000,
2020-04-28,1.2346,1735.2446,2142.33,1504.21,3646.54,2200.00,1446.54,0.6575,0.00,0.00,0.0000,0.0000,
2020-04-29,1.2353,1735.2446,2143.55,1504.21,3647.76,2200.00,1447.76,0.6581,0.00,0.00,0.0000,0.0000,
2020-04-30,1.2444,1735.2446,2159.34,1504.21,3663.55,2200.00,1463.55,0.6652,0.00,0.00,0.0000,0.0000,
2020-05-06,1.2566,1735.2446,2180.51,2004.21,4184.72,2200.00,1984.72,0.9021,0.00,0.00,0.0000,0.0000,新月份 2020-5：现金流入 500 元（进入现金池，等待策略使用）
2020-05-07,1.2644,1735.2446,2194.04,2004.21,4198.25,2200.00,1998.25,0.9083,0.00,0.00,0.0000,0.0000,
2020-05-08,1.2817,1735.2446,2224.06,2004.21,4228.27,2200.00,2028.27,0.9219,0.00,0.00,0.0000,0.0000,
2020-05-11,1.2770,1735.2446,2215.91,2004.21,4220.12,2200.00,2020.12,0.9182,0.00,0.00,0.0000,0.0000,
2020-05-12,1.2947,1735.2446,2246.62,2004.21,4250.83,2200.00,2050.83,0.9322,0.00,0.00,0.0000,0.0000,
2020-05-13,1.3130,1735.2446,2278.38,2004.21,4282.59,2200.00,2082.59,0.9466,0.00,0.00,0.0000,0.0000,
2020-05-14,1.2936,1735.2446,2244.71,2004.21,4248.92,2200.00,2048.92,0.9313,0.00,0.00,0.0000,0.0000,
2020-05-15,1.2903,1735.2446,2238.99,2004.21,4243.20,2200.00,2043.20,0.9287,0.00,0.00,0.0000,0.0000,
2020-05-18,1.3040,1735.2446,2262.76,2004.21,4266.97,2200.00,2066.97,0.9395,0.00,0.00,0.0000,0.0000,
2020-05-19,1.3257,1735.2446,2300.41,2004.21,4304.62,2200.00,2104.62,0.9566,0.00,0.00,0.0000,0.0000,
2020-05-20,1.3067,1735.2446,2267.44,2004.21,4271.65,2200.00,2071.65,0.9417,0.00,0.00,0.0000,0.0000,
2020-05-21,1.2967,1735.2446,2250.09,2004.21,4254.30,2200.00,2054.30,0.9338,0.00,0.00,0.0000,0.0000,
2020-05-22,1.2715,1735.2446,2206.36,2004.21,4210.57,2200.00,2010.57,0.9139,0.00,0.00,0.0000,0.0000,
2020-05-25,1.2817,1735.2446,2224.06,2004.21,4228.27,2200.00,2028.27,0.9219,0.00,0.00,0.0000,0.0000,
2020-05-26,1.3081,1735.2446,2269.87,2004.21,4274.08,2200.00,2074.08,0.9428,0.00,0.00,0.0000,0.0000,
2020-05-27,1.2917,1735.2446,2241.42,2004.21,4245.63,2200.00,2045.63,0.9298,0.00,0.00,0.0000,0.0000,
2020-05-28,1.2860,1735.2446,2231.52,2004.21,4235.73,2200.00,2035.73,0.9253,0.00,0.00,0.0000,0.0000,
2020-05-29,1.3167,1735.2446,2284.80,2004.21,4289.01,2200.00,2089.01,0.9495,0.00,0.00,0.0000,0.0000,
2020-06-01,1.3518,1735.2446,2345.70,2504.21,4849.91,2200.00,2649.91,1.2045,0.00,0.00,0.0000,0.0000,新月份 2020-6：现金流入 500 元（进入现金池，等待策略使用）
2020-06-02,1.3316,1735.2446,2310.65,2504.21,4814.86,2200.00,2614.86,1.1886,0.00,0.00,0.0000,0.0000,
2020-06-03,1.3366,1735.2446,2319.33,2504.21,4823.54,2200.00,2623.54,1.1925,0.00,0.00,0.0000,0.0000,
2020-06-04,1.3386,1735.2446,2322.80,2504.21,4827.01,2200.00,2627.01,1.1941,0.00,0.00,0.0000,0.0000,
2020-06-05,1.3458,1735.2446,2335.29,2504.21,4839.50,2200.00,2639.50,1.1998,0.00,0.00,0.0000,0.0000,
2020-06-08,1.3446,1735.2446,2333.21,2504.21,4837.42,2200.00,2637.42,1.1988,0.00,0.00,0.0000,0.0000,
2020-06-09,1.3545,1735.2446,2350.39,2504.21,4854.60,2200.00,2654.60,1.2066,0.00,0.00,0.0000,0.0000,
2020-06-10,1.3648,1735.2446,2368.26,2504.21,4872.47,2200.00,2672.47,1.2148,0.00,0.00,0.0000,0.0000,
2020-06-11,1.3651,1735.2446,2368.78,2504.21,4872.99,2200.00,2672.99,1.2150,0.00,0.00,0.0000,0.0000,
2020-06-12,1.3718,1735.2446,2380.41,2504.21,4884.62,2200.00,2684.62,1.2203,0.00,0.00,0.0000,0.0000,
2020-06-15,1.3678,1735.2446,2373.47,2504.21,4877.68,2200.00,2677.68,1.2171,0.00,0.00,0.0000,0.0000,
2020-06-16,1.3873,1735.2446,2407.30,2504.21,4911.51,2200.00,2711.51,1.2325,0.00,0.00,0.0000,0.0000,
2020-06-17,1.3891,1735.2446,2410.43,2504.21,4914.64,2200.00,2714.64,1.2339,0.00,0.00,0.0000,0.0000,
2020-06-18,1.3841,1735.2446,2401.75,2504.21,4905.96,2200.00,2705.96,1.2300,0.00,0.00,0.0000,0.0000,
2020-06-19,1.4071,1563.4994,2200.00,2744.66,4944.66,2200.00,2744.66,1.2476,0.00,240.45,0.0000,171.7452,止盈10%：未实现收益率 10.98%，卖出盈利对应份额 171.75 份（不动本金）
2020-06-22,1.4014,1563.4994,2191.09,2744.66,4935.75,2200.00,2735.75,1.2435,0.00,0.00,0.0000,0.0000,
2020-06-23,1.4177,1563.4994,2216.57,2744.66,4961.24,2200.00,2761.24,1.2551,0.00,0.00,0.0000,0.0000,
2020-06-24,1.4261,1563.4994,2229.71,2744.66,4974.37,2200.00,2774.37,1.2611,0.00,0.00,0.0000,0.0000,
2020-06-29,1.4378,1563.4994,2248.00,2744.66,4992.66,2200.00,2792.66,1.2694,0.00,0.00,0.0000,0.0000,
2020-06-30,1.4637,1563.4994,2288.49,2744.66,5033.16,2200.00,2833.16,1.2878,0.00,0.00,0.0000,0.0000,
2020-07-01,1.4740,1563.4994,2304.60,3244.66,5549.26,2200.00,3349.26,1.5224,0.00,0.00,0.0000,0.0000,新月份 2020-7：现金流入 500 元（进入现金池，等待策略使用）
2020-07-02,1.4819,1563.4994,2316.95,3244.66,5561.61,2200.00,3361.61,1.5280,0.00,0.00,0.0000,0.0000,
2020-07-03,1.4943,1563.4994,2336.34,3244.66,5581.00,2200.00,3381.00,1.5368,0.00,0.00,0.0000,0.0000,
2020-07-06,1.5288,1563.4994,2390.28,3244.66,5634.94,2200.00,3434.94,1.5613,0.00,0.00,0.0000,0.0000,
2020-07-07,1.5452,1563.4994,2415.92,3244.66,5660.58,2200.00,3460.58,1.5730,0.00,0.00,0.0000,0.0000,
2020-07-08,1.5655,1405.3018,2200.00,3491.08,5691.08,2200.00,3491.08,1.5869,0.00,246.42,0.0000,158.1976,止盈10%：未实现收益率 11.26%，卖出盈利对应份额 158.20 份（不动本金）
2020-07-09,1.5991,1405.3018,2247.22,3491.08,5738.30,2200.00,3538.30,1.6083,0.00,0.00,0.0000,0.0000,
2020-07-10,1.5953,1405.3018,2241.88,3491.08,5732.96,2200.00,3532.96,1.6059,0.00,0.00,0.0000,0.0000,
2020-07-13,1.6324,1405.3018,2294.01,3491.08,5785.10,2200.00,3585.10,1.6296,0.00,0.00,0.0000,0.0000,
2020-07-14,1.6170,1405.3018,2272.37,3491.08,5763.46,2200.00,3563.46,1.6198,0.00,0.00,0.0000,0.0000,
2020-07-15,1.6207,1405.3018,2277.57,3491.08,5768.66,2200.00,3568.66,1.6221,0.00,0.00,0.0000,0.0000,
2020-07-16,1.5457,1405.3018,2172.18,3491.08,5663.26,2200.00,3463.26,1.5742,0.00,0.00,0.0000,0.0000,
2020-07-17,1.5670,1405.3018,2202.11,3491.08,5693.19,2200.00,3493.19,1.5878,0.00,0.00,0.0000,0.0000,
2020-07-20,1.5973,1405.3018,2244.69,3491.08,5735.77,2200.00,3535.77,1.6072,0.00,0.00,0.0000,0.0000,
2020-07-21,1.6187,1405.3018,2274.76,3491.08,5765.85,2200.00,3565.85,1.6208,0.00,0.00,0.0000,0.0000,
2020-07-22,1.6265,1405.3018,2285.72,3491.08,5776.81,2200.00,3576.81,1.6258,0.00,0.00,0.0000,0.0000,
2020-07-23,1.6434,1405.3018,2309.47,3491.08,5800.56,2200.00,3600.56,1.6366,0.00,0.00,0.0000,0.0000,
2020-07-24,1.5655,1405.3018,2200.00,3491.08,5691.08,2200.00,3491.08,1.5869,0.00,0.00,0.0000,0.0000,
2020-07-27,1.5794,1405.3018,2219.53,3491.08,5710.62,2200.00,3510.62,1.5957,0.00,0.00,0.0000,0.0000,
2020-07-28,1.5941,1405.3018,2240.19,3491.08,5731.28,2200.00,3531.28,1.6051,0.00,0.00,0.0000,0.0000,
2020-07-29,1.6373,1405.3018,2300.90,3491.08,5791.98,2200.00,3591.98,1.6327,0.00,0.00,0.0000,0.0000,
2020-07-30,1.6402,1405.3018,2304.98,3491.08,5796.06,2200.00,3596.06,1.6346,0.00,0.00,0.0000,0.0000,
2020-07-31,1.6486,1405.3018,2316.78,3491.08,5807.86,2200.00,3607.86,1.6399,0.00,0.00,0.0000,0.0000,
2020-08-03,1.6816,1405.3018,2363.16,3991.08,6354.24,2200.00,4154.24,1.8883,0.00,0.00,0.0000,0.0000,新月份 2020-8：现金流入 500 元（进入现金池，等待策略使用）
2020-08-04,1.6814,1405.3018,2362.87,3991.08,6353.96,2200.00,4153.96,1.8882,0.00,0.00,0.0000,0.0000,
2020-08-05,1.6995,1405.3018,2388.31,3991.08,6379.39,2200.00,4179.39,1.8997,0.00,0.00,0.0000,0.0000,
2020-08-06,1.6911,1405.3018,2376.51,3991.08,6367.59,2200.00,4167.59,1.8944,0.00,0.00,0.0000,0.0000,
2020-08-07,1.6924,1405.3018,2378.33,3991.08,6369.42,2200.00,4169.42,1.8952,0.00,0.00,0.0000,0.0000,
2020-08-10,1.6836,1405.3018,2365.97,3991.08,6357.05,2200.00,4157.05,1.8896,0.00,0.00,0.0000,0.0000,
2020-08-11,1.6605,1405.3018,2333.50,3991.08,6324.59,2200.00,4124.59,1.8748,0.00,0.00,0.0000,0.0000,
