date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-07-26,2.0336,2703.9221,5498.70,0.00,5498.70,5500.00,-1.30,-0.0002,38.81,0.00,19.0636,0.0000,"[非定投日低估抄底] NAV=2.0336, MA250=2.0801, 偏离度=-2.24%, 原始因子=1.04；计划抄底 522.35 元，实际买入 38.81 元，资金池剩余 0.00 元"
2021-07-27,1.9671,2703.9221,5318.89,0.00,5318.89,5500.00,-181.11,-0.0329,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-07-28,1.9603,2703.9221,5300.50,0.00,5300.50,5500.00,-199.50,-0.0363,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-07-29,1.9911,2703.9221,5383.78,0.00,5383.78,5500.00,-116.22,-0.0211,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-07-30,1.9797,2703.9221,5352.95,0.00,5352.95,5500.00,-147.05,-0.0267,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-02,2.0140,2951.8867,5945.10,0.00,5945.10,6000.00,-54.90,-0.0092,500.00,0.00,247.9646,0.0000,"[定投日] NAV=2.0140, MA250=2.0772, 偏离度=-3.04%, 原始因子=1.06, 生效因子=1.06；计划买入 530.43 元，实际买入 500.00 元，资金池剩余 0.00 元"
2021-08-03,2.0203,2951.8867,5963.70,0.00,5963.70,6000.00,-36.30,-0.0061,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-04,2.0301,2951.8867,5992.63,0.00,5992.63,6000.00,-7.37,-0.0012,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-05,2.0170,2951.8867,5953.96,0.00,5953.96,6000.00,-46.04,-0.0077,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-06,2.0027,2951.8867,5911.74,0.00,5911.74,6000.00,-88.26,-0.0147,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-09,2.0282,2951.8867,5987.02,0.00,5987.02,6000.00,-12.98,-0.0022,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-10,2.0455,2951.8867,6038.08,0.00,6038.08,6000.00,38.08,0.0063,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-11,2.0445,2951.8867,6035.13,0.00,6035.13,6000.00,35.13,0.0059,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-12,2.0395,2951.8867,6020.37,0.00,6020.37,6000.00,20.37,0.0034,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-13,2.0365,2951.8867,6011.52,0.00,6011.52,6000.00,11.52,0.0019,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-16,2.0424,2951.8867,6028.93,0.00,6028.93,6000.00,28.93,0.0048,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-17,1.9916,2951.8867,5878.98,0.00,5878.98,6000.00,-121.02,-0.0202,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-18,1.9941,2951.8867,5886.36,0.00,5886.36,6000.00,-113.64,-0.0189,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-19,2.0106,2951.8867,5935.06,0.00,5935.06,6000.00,-64.94,-0.0108,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-20,1.9803,2951.8867,5845.62,0.00,5845.62,6000.00,-154.38,-0.0257,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-23,2.0154,2951.8867,5949.23,0.00,5949.23,6000.00,-50.77,-0.0085,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-24,2.0295,2951.8867,5990.85,0.00,5990.85,6000.00,-9.15,-0.0015,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-25,2.0252,2951.8867,5978.16,0.00,5978.16,6000.00,-21.84,-0.0036,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-26,1.9805,2951.8867,5846.21,0.00,5846.21,6000.00,-153.79,-0.0256,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-27,1.9685,2951.8867,5810.79,0.00,5810.79,6000.00,-189.21,-0.0315,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-30,1.9540,2951.8867,5767.99,0.00,5767.99,6000.00,-232.01,-0.0387,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-08-31,1.9540,2951.8867,5767.99,0.00,5767.99,6000.00,-232.01,-0.0387,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-01,1.9658,3205.9312,6302.22,0.00,6302.22,6500.00,-197.78,-0.0304,500.00,0.00,254.0445,0.0000,"[定投日] NAV=1.9658, MA250=2.0692, 偏离度=-5.00%, 原始因子=1.10, 生效因子=1.10；计划买入 549.99 元，实际买入 500.00 元，资金池剩余 0.00 元"
2021-09-02,1.9691,3205.9312,6312.80,0.00,6312.80,6500.00,-187.20,-0.0288,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-03,1.9594,3205.9312,6281.70,0.00,6281.70,6500.00,-218.30,-0.0336,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-06,1.9979,3205.9312,6405.13,0.00,6405.13,6500.00,-94.87,-0.0146,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-07,2.0063,3205.9312,6432.06,0.00,6432.06,6500.00,-67.94,-0.0105,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
