date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2020-12-29,1.9411,1057.3243,2052.37,0.00,2052.37,2000.00,52.37,0.0262,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2020-12-30,1.9616,1057.3243,2074.05,0.00,2074.05,2000.00,74.05,0.0370,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2020-12-31,1.9970,1057.3243,2111.48,0.00,2111.48,2000.00,111.48,0.0557,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-01-04,2.0203,1280.5047,2587.00,48.57,2635.57,2451.43,184.14,0.0751,451.43,0.00,223.1804,0.0000,"[定投日] NAV=2.0203, MA250=1.9267, 偏离度=4.86%, 原始因子=0.90, 生效因子=0.90；计划买入 451.43 元，实际买入 451.43 元，资金池剩余 48.57 元"
2021-01-05,2.0738,1280.5047,2655.51,48.57,2704.08,2451.43,252.65,0.1031,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0738, MA250=1.9319, 偏离度=7.34%, 原始因子=0.85；估值未到低估区，不动用资金池"
2021-01-06,2.0765,1280.5047,2658.97,48.57,2707.54,2451.43,256.10,0.1045,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0765, MA250=1.9394, 偏离度=7.07%, 原始因子=0.86；估值未到低估区，不动用资金池"
2021-01-07,2.1158,1280.5047,2709.29,48.57,2757.86,2451.43,306.43,0.1250,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1158, MA250=1.9462, 偏离度=8.71%, 原始因子=0.83；估值未到低估区，不动用资金池"
2021-01-08,2.1221,1280.5047,2717.36,48.57,2765.93,2451.43,314.49,0.1283,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1221, MA250=1.9543, 偏离度=8.59%, 原始因子=0.83；估值未到低估区，不动用资金池"
2021-01-11,2.1197,1280.5047,2714.29,48.57,2762.85,2451.43,311.42,0.1270,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1197, MA250=1.9619, 偏离度=8.04%, 原始因子=0.84；估值未到低估区，不动用资金池"
2021-01-12,2.1673,1280.5047,2775.24,48.57,2823.81,2451.43,372.37,0.1519,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1673, MA250=1.9688, 偏离度=10.08%, 原始因子=0.80；估值未到低估区，不动用资金池"
